ContractSuffix,OptionRoot,OptionType,DeltaPct,TargetDelta,N,Corr,StartDate,EndDate
(Nov 26),VIX,p,25.0,-0.25,29,0.2039855510234973,2026-02-26,2026-04-14
(Nov 26),VIX,p,30.0,-0.3,29,0.09770889877583085,2026-02-26,2026-04-14
(Nov 26),VIX,p,35.0,-0.35,29,0.39819100509816086,2026-02-26,2026-04-14
(Nov 26),VIX,p,40.0,-0.4,29,0.5271050450665312,2026-02-26,2026-04-14
(Nov 26),VIX,p,45.0,-0.45,29,0.28869448911819284,2026-02-26,2026-04-14
(Nov 26),VIX,p,50.0,-0.5,29,-0.025519525974162877,2026-02-26,2026-04-14
(Nov 26),SPX,c,0.1,0.001,30,,2023-12-15,2026-04-14
(Nov 26),SPX,c,0.5,0.005,30,0.07115736401390274,2023-12-15,2026-04-14
(Nov 26),SPX,c,1.0,0.01,30,0.41527526929099506,2023-12-15,2026-04-14
(Nov 26),SPX,c,2.0,0.02,30,-0.08686758638439743,2023-12-15,2026-04-14
(Nov 26),SPX,c,5.0,0.05,30,0.1283114907934574,2023-12-15,2026-04-14
(Nov 26),SPX,c,10.0,0.1,30,0.244221829299507,2023-12-15,2026-04-14
(Nov 26),SPX,c,15.0,0.15,30,0.5227514332336869,2023-12-15,2026-04-14
(Nov 26),SPX,c,20.0,0.2,30,0.3885742984613757,2023-12-15,2026-04-14
(Nov 26),SPX,c,25.0,0.25,30,0.4222288960083918,2023-12-15,2026-04-14
(Nov 26),SPX,c,30.0,0.3,30,0.5716308250086372,2023-12-15,2026-04-14
(Nov 26),SPX,c,35.0,0.35,30,0.5667035533696547,2023-12-15,2026-04-14
(Nov 26),SPX,c,40.0,0.4,30,0.7121805897041967,2023-12-15,2026-04-14
(Nov 26),SPX,c,45.0,0.45,30,0.7512915176145256,2023-12-15,2026-04-14
(Nov 26),SPX,c,50.0,0.5,30,0.6888679562812089,2023-12-15,2026-04-14
(Nov 26),VIX,c,0.1,0.001,24,,2026-02-26,2026-04-14
(Nov 26),VIX,c,0.5,0.005,24,,2026-02-26,2026-04-14
(Nov 26),VIX,c,1.0,0.01,24,,2026-02-26,2026-04-14
(Nov 26),VIX,c,2.0,0.02,23,,2026-02-26,2026-04-14
(Nov 26),VIX,c,5.0,0.05,28,,2026-02-26,2026-04-14
(Nov 26),VIX,c,10.0,0.1,29,0.05947654863137079,2026-02-26,2026-04-14
(Nov 26),VIX,c,15.0,0.15,29,0.005104380506123257,2026-02-26,2026-04-14
(Nov 26),VIX,c,20.0,0.2,29,0.056322257969651214,2026-02-26,2026-04-14
(Nov 26),VIX,c,25.0,0.25,29,0.053880773494826124,2026-02-26,2026-04-14
(Nov 26),VIX,c,30.0,0.3,29,0.2643221368900821,2026-02-26,2026-04-14
(Nov 26),VIX,c,35.0,0.35,29,0.27916505764904526,2026-02-26,2026-04-14
(Nov 26),VIX,c,40.0,0.4,29,0.1992005926159088,2026-02-26,2026-04-14
(Nov 26),VIX,c,45.0,0.45,29,0.05389701905432361,2026-02-26,2026-04-14
(Nov 26),VIX,c,50.0,0.5,29,0.2684615893973091,2026-02-26,2026-04-14
(Dec 26),SPX,p,0.1,-0.001,13,-0.5381094992087568,2025-09-18,2026-04-14
(Dec 26),SPX,p,0.5,-0.005,13,-0.28784096983665824,2025-09-18,2026-04-14
(Dec 26),SPX,p,1.0,-0.01,13,-0.20876573894596323,2025-09-18,2026-04-14
(Dec 26),SPX,p,2.0,-0.02,13,0.5858247506806195,2025-09-18,2026-04-14
(Dec 26),SPX,p,5.0,-0.05,13,0.49569580918125483,2025-09-18,2026-04-14
(Dec 26),SPX,p,10.0,-0.1,13,0.7869818290965,2025-09-18,2026-04-14
(Dec 26),SPX,p,15.0,-0.15,13,0.8680029925501497,2025-09-18,2026-04-14
(Dec 26),SPX,p,20.0,-0.2,13,0.7876625622425886,2025-09-18,2026-04-14
(Dec 26),SPX,p,25.0,-0.25,13,0.7410674036046684,2025-09-18,2026-04-14
(Dec 26),SPX,p,30.0,-0.3,13,0.7590646390704108,2025-09-18,2026-04-14
(Dec 26),SPX,p,35.0,-0.35,13,0.7804830569953072,2025-09-18,2026-04-14
(Dec 26),SPX,p,40.0,-0.4,13,0.6978115368298569,2025-09-18,2026-04-14
(Dec 26),SPX,p,45.0,-0.45,13,0.8228909366910213,2025-09-18,2026-04-14
(Dec 26),SPX,p,50.0,-0.5,13,0.8415876020017227,2025-09-18,2026-04-14
(Dec 26),VIX,p,0.1,-0.001,1,,2026-03-26,2026-04-14
(Dec 26),VIX,p,0.5,-0.005,1,,2026-03-26,2026-04-14
(Dec 26),VIX,p,1.0,-0.01,1,,2026-03-26,2026-04-14
(Dec 26),VIX,p,2.0,-0.02,1,,2026-03-26,2026-04-14
(Dec 26),VIX,p,5.0,-0.05,11,0.3883159212636644,2026-03-26,2026-04-14
(Dec 26),VIX,p,10.0,-0.1,12,0.3714491001243897,2026-03-26,2026-04-14
(Dec 26),VIX,p,15.0,-0.15,12,0.3130743891218088,2026-03-26,2026-04-14
(Dec 26),VIX,p,20.0,-0.2,12,0.4875557070445724,2026-03-26,2026-04-14
(Dec 26),VIX,p,25.0,-0.25,12,0.6673723619431838,2026-03-26,2026-04-14
(Dec 26),VIX,p,30.0,-0.3,12,0.6389421722000713,2026-03-26,2026-04-14
(Dec 26),VIX,p,35.0,-0.35,12,0.39883991976241634,2026-03-26,2026-04-14
(Dec 26),VIX,p,40.0,-0.4,12,0.44069159685150183,2026-03-26,2026-04-14
(Dec 26),VIX,p,45.0,-0.45,12,0.37933950384658965,2026-03-26,2026-04-14
(Dec 26),VIX,p,50.0,-0.5,12,0.05687182707053332,2026-03-26,2026-04-14
(Dec 26),SPX,c,0.1,0.001,13,-0.45913251850519043,2025-09-18,2026-04-14
(Dec 26),SPX,c,0.5,0.005,13,0.2698294340508019,2025-09-18,2026-04-14
(Dec 26),SPX,c,1.0,0.01,13,-0.09587532368926659,2025-09-18,2026-04-14
(Dec 26),SPX,c,2.0,0.02,13,-0.10251638858193743,2025-09-18,2026-04-14
(Dec 26),SPX,c,5.0,0.05,13,-0.05157609198998934,2025-09-18,2026-04-14
(Dec 26),SPX,c,10.0,0.1,13,0.2887154934670238,2025-09-18,2026-04-14
(Dec 26),SPX,c,15.0,0.15,13,0.6041472989544671,2025-09-18,2026-04-14
(Dec 26),SPX,c,20.0,0.2,13,0.5447832969866353,2025-09-18,2026-04-14
(Dec 26),SPX,c,25.0,0.25,13,0.41075603147890066,2025-09-18,2026-04-14
(Dec 26),SPX,c,30.0,0.3,13,0.6428675914119399,2025-09-18,2026-04-14
(Dec 26),SPX,c,35.0,0.35,13,0.6918620886515812,2025-09-18,2026-04-14
(Dec 26),SPX,c,40.0,0.4,13,0.7506450778205165,2025-09-18,2026-04-14
(Dec 26),SPX,c,45.0,0.45,13,0.43606498806142224,2025-09-18,2026-04-14
(Dec 26),SPX,c,50.0,0.5,13,0.7236831981073338,2025-09-18,2026-04-14
(Dec 26),VIX,c,0.1,0.001,4,,2026-03-26,2026-04-14
(Dec 26),VIX,c,0.5,0.005,4,,2026-03-26,2026-04-14
(Dec 26),VIX,c,1.0,0.01,4,,2026-03-26,2026-04-14
(Dec 26),VIX,c,2.0,0.02,4,,2026-03-26,2026-04-14
(Dec 26),VIX,c,5.0,0.05,11,,2026-03-26,2026-04-14
(Dec 26),VIX,c,10.0,0.1,12,0.17731525495189385,2026-03-26,2026-04-14
(Dec 26),VIX,c,15.0,0.15,12,0.02095632235495828,2026-03-26,2026-04-14
(Dec 26),VIX,c,20.0,0.2,12,0.46605625407815554,2026-03-26,2026-04-14
(Dec 26),VIX,c,25.0,0.25,12,0.08086996316376673,2026-03-26,2026-04-14
(Dec 26),VIX,c,30.0,0.3,12,0.5433489040123672,2026-03-26,2026-04-14
(Dec 26),VIX,c,35.0,0.35,12,0.7757050147122498,2026-03-26,2026-04-14
(Dec 26),VIX,c,40.0,0.4,12,0.5335875654301316,2026-03-26,2026-04-14
(Dec 26),VIX,c,45.0,0.45,12,0.5115853326842409,2026-03-26,2026-04-14
(Dec 26),VIX,c,50.0,0.5,12,-0.23945865917850315,2026-03-26,2026-04-14
